gene_id	sumUMI	CPM	type	biotype	zScore	pValue	calls_pValue	cellTypeName	cellTypeId
ENSMUSG00000000134	10	12.2358733782879	genic	protein_coding	1.40999485273676	0.0792706013903947	absent	B-cell	CL:0000236
ENSMUSG00000000142	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000000148	16	19.5773974052607	genic	protein_coding	1.90233309549695	0.0285638108020203	present	B-cell	CL:0000236
ENSMUSG00000000149	1	1.22358733782879	genic	protein_coding	-1.00200928499676	0.841830445770028	absent	B-cell	CL:0000236
ENSMUSG00000000154	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000000157	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000000159	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000000167	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000000168	19	23.2481594187471	genic	protein_coding	2.0823496916431	0.0186552700469892	present	B-cell	CL:0000236
ENSMUSG00000000171	51	62.4029542292685	genic	protein_coding	3.11665704522182	0.000914571131866375	present	B-cell	CL:0000236
ENSMUSG00000000182	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000000183	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000000184	131	160.289941255572	genic	protein_coding	4.10485784082935	2.02281793692729e-05	present	B-cell	CL:0000236
ENSMUSG00000000194	27	33.0368581213774	genic	protein_coding	2.45044603675654	0.00713396737919924	present	B-cell	CL:0000236
ENSMUSG00000000197	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000000202	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000000204	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000000214	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000000215	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000000216	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000000223	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000000244	294	359.734677321665	genic	protein_coding	4.95165468932085	3.67925462198667e-07	present	B-cell	CL:0000236
ENSMUSG00000000247	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000000248	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000000253	1	1.22358733782879	genic	protein_coding	-1.00200928499676	0.841830445770028	absent	B-cell	CL:0000236
ENSMUSG00000000263	2	2.44717467565759	genic	protein_coding	-0.275923689873331	0.60869666096037	absent	B-cell	CL:0000236
ENSMUSG00000000266	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000000275	31	37.9312074726926	genic	protein_coding	2.59516129138878	0.00472732695946251	present	B-cell	CL:0000236
ENSMUSG00000000276	10	12.2358733782879	genic	protein_coding	1.40999485273676	0.0792706013903947	absent	B-cell	CL:0000236
ENSMUSG00000000278	20	24.4717467565759	genic	protein_coding	2.13608044786019	0.0163364285707169	present	B-cell	CL:0000236
ENSMUSG00000000282	15	18.3538100674319	genic	protein_coding	1.83472769819777	0.0332730230697988	present	B-cell	CL:0000236
ENSMUSG00000000290	48	58.7321922157821	genic	protein_coding	3.05315153608138	0.00113225776843832	present	B-cell	CL:0000236
ENSMUSG00000000295	56	68.5208909184124	genic	protein_coding	3.21462746967839	0.000653069544135528	present	B-cell	CL:0000236
ENSMUSG00000000296	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000000301	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000000303	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000000305	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000000308	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000000317	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000000318	1	1.22358733782879	genic	protein_coding	-1.00200928499676	0.841830445770028	absent	B-cell	CL:0000236
ENSMUSG00000000320	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000000325	2	2.44717467565759	genic	protein_coding	-0.275923689873331	0.60869666096037	absent	B-cell	CL:0000236
ENSMUSG00000000326	67	81.9803516345292	genic	protein_coding	3.40249069492855	0.000333873145241476	present	B-cell	CL:0000236
ENSMUSG00000000339	9	11.0122860404591	genic	protein_coding	1.29962759617211	0.0968643183543079	absent	B-cell	CL:0000236
ENSMUSG00000000340	7	8.56511136480155	genic	protein_coding	1.03637068430812	0.150014620739378	absent	B-cell	CL:0000236
ENSMUSG00000000346	131	160.289941255572	genic	protein_coding	4.10485784082935	2.02281793692729e-05	present	B-cell	CL:0000236
ENSMUSG00000000355	128	156.619179242086	genic	protein_coding	4.08058988086722	2.24607772162472e-05	present	B-cell	CL:0000236
ENSMUSG00000000359	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000000365	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000000374	6	7.34152402697276	genic	protein_coding	0.874894750711102	0.190815587766097	absent	B-cell	CL:0000236
ENSMUSG00000000378	130	159.066353917743	genic	protein_coding	4.0968308277016	2.09422378435307e-05	present	B-cell	CL:0000236
ENSMUSG00000000381	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000000384	22	26.9189214322335	genic	protein_coding	2.23591977573373	0.012678513332349	present	B-cell	CL:0000236
ENSMUSG00000000385	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000000386	4	4.89434935131517	genic	protein_coding	0.450161905250094	0.326296851206486	absent	B-cell	CL:0000236
ENSMUSG00000000392	3	3.67076201348638	genic	protein_coding	0.148809155587676	0.440852112984344	absent	B-cell	CL:0000236
ENSMUSG00000000394	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000000399	35	42.8255568240078	genic	protein_coding	2.72228922691821	0.00324156873206654	present	B-cell	CL:0000236
ENSMUSG00000000402	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000000409	49	59.9557795536109	genic	protein_coding	3.07475065361299	0.00105339304013101	present	B-cell	CL:0000236
ENSMUSG00000000411	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000000416	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000000420	45	55.0614302022957	genic	protein_coding	2.9855461387822	0.00141536215605064	present	B-cell	CL:0000236
ENSMUSG00000000435	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000000439	3	3.67076201348638	genic	protein_coding	0.148809155587676	0.440852112984344	absent	B-cell	CL:0000236
ENSMUSG00000000440	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000000441	17	20.8009847430895	genic	protein_coding	1.96583860463738	0.0246586284424199	present	B-cell	CL:0000236
ENSMUSG00000000486	209	255.729753606218	genic	protein_coding	4.59419315725016	2.172134218229e-06	present	B-cell	CL:0000236
ENSMUSG00000000489	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000000530	2	2.44717467565759	genic	protein_coding	-0.275923689873331	0.60869666096037	absent	B-cell	CL:0000236
ENSMUSG00000000531	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000000532	8	9.78869870263035	genic	protein_coding	1.17624750037352	0.11974799406329	absent	B-cell	CL:0000236
ENSMUSG00000000538	2	2.44717467565759	genic	protein_coding	-0.275923689873331	0.60869666096037	absent	B-cell	CL:0000236
ENSMUSG00000000544	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000000552	5	6.11793668914397	genic	protein_coding	0.683909257613335	0.247016233918675	absent	B-cell	CL:0000236
ENSMUSG00000000555	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000000560	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000000561	20	24.4717467565759	genic	protein_coding	2.13608044786019	0.0163364285707169	present	B-cell	CL:0000236
ENSMUSG00000000562	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000000563	199	243.49388022793	genic	protein_coding	4.54283384734488	2.77514989524996e-06	present	B-cell	CL:0000236
ENSMUSG00000000567	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000000568	34	41.601969486179	genic	protein_coding	2.69192419976081	0.00355205447788473	present	B-cell	CL:0000236
ENSMUSG00000000579	22	26.9189214322335	genic	protein_coding	2.23591977573373	0.012678513332349	present	B-cell	CL:0000236
ENSMUSG00000000581	86	105.228511053276	genic	protein_coding	3.66400898384181	0.000124149034953993	present	B-cell	CL:0000236
ENSMUSG00000000594	278	340.157279916404	genic	protein_coding	4.89303687556371	4.96458966772371e-07	present	B-cell	CL:0000236
ENSMUSG00000000600	194	237.375943538786	genic	protein_coding	4.51617795390885	3.14828783037497e-06	present	B-cell	CL:0000236
ENSMUSG00000000605	29	35.484032797035	genic	protein_coding	2.52530073694874	0.00577996586212621	present	B-cell	CL:0000236
ENSMUSG00000000606	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000000617	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000000627	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000000628	9	11.0122860404591	genic	protein_coding	1.29962759617211	0.0968643183543079	absent	B-cell	CL:0000236
ENSMUSG00000000631	12	14.6830480539455	genic	protein_coding	1.60098034583453	0.0546906361769977	absent	B-cell	CL:0000236
ENSMUSG00000000632	1	1.22358733782879	genic	protein_coding	-1.00200928499676	0.841830445770028	absent	B-cell	CL:0000236
ENSMUSG00000000673	26	31.8132707835486	genic	protein_coding	2.4109122850915	0.00795633746146951	present	B-cell	CL:0000236
ENSMUSG00000000682	3658	4475.88248177773	genic	protein_coding	7.59254926590678	1.56836080368155e-14	present	B-cell	CL:0000236
ENSMUSG00000000686	1	1.22358733782879	genic	protein_coding	-1.00200928499676	0.841830445770028	absent	B-cell	CL:0000236
ENSMUSG00000000690	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000000693	3	3.67076201348638	genic	protein_coding	0.148809155587676	0.440852112984344	absent	B-cell	CL:0000236
ENSMUSG00000000701	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000000706	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000000708	6	7.34152402697276	genic	protein_coding	0.874894750711102	0.190815587766097	absent	B-cell	CL:0000236
ENSMUSG00000000711	14	17.1302227296031	genic	protein_coding	1.76245627943154	0.0389961185198451	present	B-cell	CL:0000236
ENSMUSG00000000724	1	1.22358733782879	genic	protein_coding	-1.00200928499676	0.841830445770028	absent	B-cell	CL:0000236
ENSMUSG00000000730	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000000731	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000000732	35	42.8255568240078	genic	protein_coding	2.72228922691821	0.00324156873206654	present	B-cell	CL:0000236
ENSMUSG00000000738	44	53.8378428644669	genic	protein_coding	2.96200537085715	0.00152821226205992	present	B-cell	CL:0000236
ENSMUSG00000000739	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000000740	2267	2773.87249485787	genic	protein_coding	7.09135366551263	6.64032309423796e-13	present	B-cell	CL:0000236
ENSMUSG00000000743	44	53.8378428644669	genic	protein_coding	2.96200537085715	0.00152821226205992	present	B-cell	CL:0000236
ENSMUSG00000000751	27	33.0368581213774	genic	protein_coding	2.45044603675654	0.00713396737919924	present	B-cell	CL:0000236
ENSMUSG00000000753	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000000759	10	12.2358733782879	genic	protein_coding	1.40999485273676	0.0792706013903947	absent	B-cell	CL:0000236
ENSMUSG00000000766	3	3.67076201348638	genic	protein_coding	0.148809155587676	0.440852112984344	absent	B-cell	CL:0000236
ENSMUSG00000000776	32	39.1547948105214	genic	protein_coding	2.62841869062037	0.0042891430103865	present	B-cell	CL:0000236
ENSMUSG00000000782	4	4.89434935131517	genic	protein_coding	0.450161905250094	0.326296851206486	absent	B-cell	CL:0000236
ENSMUSG00000000787	49	59.9557795536109	genic	protein_coding	3.07475065361299	0.00105339304013101	present	B-cell	CL:0000236
ENSMUSG00000000791	1	1.22358733782879	genic	protein_coding	-1.00200928499676	0.841830445770028	absent	B-cell	CL:0000236
ENSMUSG00000000792	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000000794	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000000804	19	23.2481594187471	genic	protein_coding	2.0823496916431	0.0186552700469892	present	B-cell	CL:0000236
ENSMUSG00000000805	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000000811	9	11.0122860404591	genic	protein_coding	1.29962759617211	0.0968643183543079	absent	B-cell	CL:0000236
ENSMUSG00000000817	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000000823	15	18.3538100674319	genic	protein_coding	1.83472769819777	0.0332730230697988	present	B-cell	CL:0000236
ENSMUSG00000000826	55	67.2973035805836	genic	protein_coding	3.19575272322039	0.000697332914308612	present	B-cell	CL:0000236
ENSMUSG00000000827	36	44.0491441618366	genic	protein_coding	2.75179878641896	0.00296344625770043	present	B-cell	CL:0000236
ENSMUSG00000000838	37	45.2727314996653	genic	protein_coding	2.78049976225367	0.00271376497251727	present	B-cell	CL:0000236
ENSMUSG00000000861	346	423.361218888762	genic	protein_coding	5.1222527713117	1.50953399358512e-07	present	B-cell	CL:0000236
ENSMUSG00000000869	1	1.22358733782879	genic	protein_coding	-1.00200928499676	0.841830445770028	absent	B-cell	CL:0000236
ENSMUSG00000000876	25	30.5896834457198	genic	protein_coding	2.36982780022343	0.00889818584021379	present	B-cell	CL:0000236
ENSMUSG00000000881	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000000884	3	3.67076201348638	genic	protein_coding	0.148809155587676	0.440852112984344	absent	B-cell	CL:0000236
ENSMUSG00000000889	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000000901	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000000902	88	107.675685728934	genic	protein_coding	3.68809096598058	0.000112971440084538	present	B-cell	CL:0000236
ENSMUSG00000000903	326	398.889472132187	genic	protein_coding	5.05988196539181	2.09758045992941e-07	present	B-cell	CL:0000236
ENSMUSG00000000915	30	36.7076201348638	genic	protein_coding	2.56081329332119	0.00522137302091883	present	B-cell	CL:0000236
ENSMUSG00000000916	7	8.56511136480155	genic	protein_coding	1.03637068430812	0.150014620739378	absent	B-cell	CL:0000236
ENSMUSG00000000934	1	1.22358733782879	genic	protein_coding	-1.00200928499676	0.841830445770028	absent	B-cell	CL:0000236
ENSMUSG00000000938	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000000942	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000000948	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000000957	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000000958	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000000959	42	51.3906681888093	genic	protein_coding	2.91327472001598	0.00178829899231634	present	B-cell	CL:0000236
ENSMUSG00000000976	44	53.8378428644669	genic	protein_coding	2.96200537085715	0.00152821226205992	present	B-cell	CL:0000236
ENSMUSG00000000982	1	1.22358733782879	genic	protein_coding	-1.00200928499676	0.841830445770028	absent	B-cell	CL:0000236
ENSMUSG00000000983	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000001014	2	2.44717467565759	genic	protein_coding	-0.275923689873331	0.60869666096037	absent	B-cell	CL:0000236
ENSMUSG00000001016	82	100.334161701961	genic	protein_coding	3.61411764580449	0.000150686101905128	present	B-cell	CL:0000236
ENSMUSG00000001017	55	67.2973035805836	genic	protein_coding	3.19575272322039	0.000697332914308612	present	B-cell	CL:0000236
ENSMUSG00000001018	32	39.1547948105214	genic	protein_coding	2.62841869062037	0.0042891430103865	present	B-cell	CL:0000236
ENSMUSG00000001020	3	3.67076201348638	genic	protein_coding	0.148809155587676	0.440852112984344	absent	B-cell	CL:0000236
ENSMUSG00000001021	2	2.44717467565759	genic	protein_coding	-0.275923689873331	0.60869666096037	absent	B-cell	CL:0000236
ENSMUSG00000001023	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000001025	29	35.484032797035	genic	protein_coding	2.52530073694874	0.00577996586212621	present	B-cell	CL:0000236
ENSMUSG00000001027	2	2.44717467565759	genic	protein_coding	-0.275923689873331	0.60869666096037	absent	B-cell	CL:0000236
ENSMUSG00000001029	124	151.72482989077	genic	protein_coding	4.04733248163563	2.59023159964563e-05	present	B-cell	CL:0000236
ENSMUSG00000001034	8	9.78869870263035	genic	protein_coding	1.17624750037352	0.11974799406329	absent	B-cell	CL:0000236
ENSMUSG00000001036	2	2.44717467565759	genic	protein_coding	-0.275923689873331	0.60869666096037	absent	B-cell	CL:0000236
ENSMUSG00000001039	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000001052	17	20.8009847430895	genic	protein_coding	1.96583860463738	0.0246586284424199	present	B-cell	CL:0000236
ENSMUSG00000001053	11	13.4594607161167	genic	protein_coding	1.5098341806103	0.065542870464603	absent	B-cell	CL:0000236
ENSMUSG00000001054	22	26.9189214322335	genic	protein_coding	2.23591977573373	0.012678513332349	present	B-cell	CL:0000236
ENSMUSG00000001056	107	130.923845147681	genic	protein_coding	3.89287278382925	4.95320535922113e-05	present	B-cell	CL:0000236
ENSMUSG00000001062	21	25.6953340944047	genic	protein_coding	2.18718912489255	0.0143643602289671	present	B-cell	CL:0000236
ENSMUSG00000001065	5	6.11793668914397	genic	protein_coding	0.683909257613335	0.247016233918675	absent	B-cell	CL:0000236
ENSMUSG00000001076	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000001082	64	78.3095896210428	genic	protein_coding	3.3545042857438	0.000397536607677928	present	B-cell	CL:0000236
ENSMUSG00000001089	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000001095	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000001098	3	3.67076201348638	genic	protein_coding	0.148809155587676	0.440852112984344	absent	B-cell	CL:0000236
ENSMUSG00000001100	9	11.0122860404591	genic	protein_coding	1.29962759617211	0.0968643183543079	absent	B-cell	CL:0000236
ENSMUSG00000001103	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000001105	97	118.687971769393	genic	protein_coding	3.79009235878542	7.52956404731254e-05	present	B-cell	CL:0000236
ENSMUSG00000001119	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000001120	2	2.44717467565759	genic	protein_coding	-0.275923689873331	0.60869666096037	absent	B-cell	CL:0000236
ENSMUSG00000001123	61	74.6388276075564	genic	protein_coding	3.30421366426831	0.000476216067214637	present	B-cell	CL:0000236
ENSMUSG00000001127	50	61.1793668914397	genic	protein_coding	3.09591339534685	0.000981038295211462	present	B-cell	CL:0000236
ENSMUSG00000001128	7	8.56511136480155	genic	protein_coding	1.03637068430812	0.150014620739378	absent	B-cell	CL:0000236
ENSMUSG00000001131	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000001134	13	15.9066353917743	genic	protein_coding	1.68482668996808	0.0460110069452485	present	B-cell	CL:0000236
ENSMUSG00000001138	6	7.34152402697276	genic	protein_coding	0.874894750711102	0.190815587766097	absent	B-cell	CL:0000236
ENSMUSG00000001143	40	48.9434935131517	genic	protein_coding	2.86216604298361	0.00210378206981215	present	B-cell	CL:0000236
ENSMUSG00000001150	18	22.0245720809183	genic	protein_coding	2.02571319129554	0.0213970920568949	present	B-cell	CL:0000236
ENSMUSG00000001151	24	29.366096107891	genic	protein_coding	2.32706594095795	0.00998087795593756	present	B-cell	CL:0000236
ENSMUSG00000001155	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000001156	7	8.56511136480155	genic	protein_coding	1.03637068430812	0.150014620739378	absent	B-cell	CL:0000236
ENSMUSG00000001157	57	69.7444782562412	genic	protein_coding	3.23316813222754	0.000612127436298937	present	B-cell	CL:0000236
ENSMUSG00000001158	88	107.675685728934	genic	protein_coding	3.68809096598058	0.000112971440084538	present	B-cell	CL:0000236
ENSMUSG00000001166	4	4.89434935131517	genic	protein_coding	0.450161905250094	0.326296851206486	absent	B-cell	CL:0000236
ENSMUSG00000001168	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000001173	2	2.44717467565759	genic	protein_coding	-0.275923689873331	0.60869666096037	absent	B-cell	CL:0000236
ENSMUSG00000001175	746	912.79615402028	genic	protein_coding	5.92704865349505	1.54213808312056e-09	present	B-cell	CL:0000236
ENSMUSG00000001211	35	42.8255568240078	genic	protein_coding	2.72228922691821	0.00324156873206654	present	B-cell	CL:0000236
ENSMUSG00000001225	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000001227	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000001228	5	6.11793668914397	genic	protein_coding	0.683909257613335	0.247016233918675	absent	B-cell	CL:0000236
ENSMUSG00000001229	15	18.3538100674319	genic	protein_coding	1.83472769819777	0.0332730230697988	present	B-cell	CL:0000236
ENSMUSG00000001240	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000001247	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000001248	42	51.3906681888093	genic	protein_coding	2.91327472001598	0.00178829899231634	present	B-cell	CL:0000236
ENSMUSG00000001249	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000001260	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000001270	1	1.22358733782879	genic	protein_coding	-1.00200928499676	0.841830445770028	absent	B-cell	CL:0000236
ENSMUSG00000001280	15	18.3538100674319	genic	protein_coding	1.83472769819777	0.0332730230697988	present	B-cell	CL:0000236
ENSMUSG00000001281	41	50.1670808509805	genic	protein_coding	2.88803205068107	0.00193830184687908	present	B-cell	CL:0000236
ENSMUSG00000001285	24	29.366096107891	genic	protein_coding	2.32706594095795	0.00998087795593756	present	B-cell	CL:0000236
ENSMUSG00000001288	1	1.22358733782879	genic	protein_coding	-1.00200928499676	0.841830445770028	absent	B-cell	CL:0000236
ENSMUSG00000001289	665	813.685579656148	genic	protein_coding	5.80664820355807	3.1867928689068e-09	present	B-cell	CL:0000236
ENSMUSG00000001300	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000001305	46	56.2850175401245	genic	protein_coding	3.00856948506801	0.00131240385836701	present	B-cell	CL:0000236
ENSMUSG00000001313	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000001323	3	3.67076201348638	genic	protein_coding	0.148809155587676	0.440852112984344	absent	B-cell	CL:0000236
ENSMUSG00000001333	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000001334	7	8.56511136480155	genic	protein_coding	1.03637068430812	0.150014620739378	absent	B-cell	CL:0000236
ENSMUSG00000001348	166	203.11549807958	genic	protein_coding	4.35290060957151	6.71740338076634e-06	present	B-cell	CL:0000236
ENSMUSG00000001349	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000001366	30	36.7076201348638	genic	protein_coding	2.56081329332119	0.00522137302091883	present	B-cell	CL:0000236
ENSMUSG00000001376	25	30.5896834457198	genic	protein_coding	2.36982780022343	0.00889818584021379	present	B-cell	CL:0000236
ENSMUSG00000001380	13	15.9066353917743	genic	protein_coding	1.68482668996808	0.0460110069452485	present	B-cell	CL:0000236
ENSMUSG00000001383	152	185.985275349977	genic	protein_coding	4.26060647701338	1.01936463035781e-05	present	B-cell	CL:0000236
ENSMUSG00000001403	2	2.44717467565759	genic	protein_coding	-0.275923689873331	0.60869666096037	absent	B-cell	CL:0000236
ENSMUSG00000001415	14	17.1302227296031	genic	protein_coding	1.76245627943154	0.0389961185198451	present	B-cell	CL:0000236
ENSMUSG00000001416	124	151.72482989077	genic	protein_coding	4.04733248163563	2.59023159964563e-05	present	B-cell	CL:0000236
ENSMUSG00000001418	65	79.5331769588716	genic	protein_coding	3.37074523257817	0.000374825752268714	present	B-cell	CL:0000236
ENSMUSG00000001419	19	23.2481594187471	genic	protein_coding	2.0823496916431	0.0186552700469892	present	B-cell	CL:0000236
ENSMUSG00000001420	6	7.34152402697276	genic	protein_coding	0.874894750711102	0.190815587766097	absent	B-cell	CL:0000236
