"#libraryId"	"experimentId"	"platform"	"organId"	"organName"	"uberonId"	"uberonName"	"stageId"	"stageName"	"infoOrgan"	"infoStage"	"sampleTitle"	"sampleSource"	"sampleDescription"	"sampleCharacteristics"	"organAnnotationStatus"	"organBiologicalStatus"	"stageAnnotationStatus"	"stageBiologicalStatus"	"sex"	"strain"	"speciesId"	"comment"	"annotatorId"	"lastModificationDate"	"replicate"	"infoReplicate"	
"SRX081879"	"GSE30352"	"Illumina Genome Analyzer IIx"			"UBERON:0000473"	"testis"	"GgalDv:0000008"	"1-year-old chicken stage"	"Testis"	"~1 year, adult"	"gga ts M 1"				"perfect match"	"not documented"	"other"	"partial sampling"	"M"	"Red Junglefowl"	9031	"Chicken"	"ANN"	"2013-08-23"		"GEO - [...] we generated RNA-Seq data [...] of brain (cerebral cortex or whole brain without cerebellum), cerebellum, heart, kidney, liver and testis (usually from one male and one female per somatic tissue and two males for testis)[...]"	
"SRX081880"	"GSE30352"	"Illumina Genome Analyzer IIx"			"UBERON:0000473"	"testis"	"GgalDv:0000008"	"1-year-old chicken stage"	"Testis"	"~1 year, adult"	"gga ts M 2"				"perfect match"	"not documented"	"other"	"partial sampling"	"M"	"Red Junglefowl"	9031	"Chicken"	"ANN"	"2013-08-23"		"GEO - [...] we generated RNA-Seq data [...] of brain (cerebral cortex or whole brain without cerebellum), cerebellum, heart, kidney, liver and testis (usually from one male and one female per somatic tissue and two males for testis)[...]"	
"SRX081881"	"GSE30352"	"Illumina Genome Analyzer IIx"			"UBERON:0000955"	"brain"	"UBERON:0000113"	"post-juvenile adult stage"	"Brain"	"adult"	"oan br F 1"				"perfect match"	"not documented"	"perfect match"	"not documented"	"F"	"NA"	9258	"Platypus, not lactating"	"ANN"	"2016-03-09"		"GEO - [...] we generated RNA-Seq data [...] of brain (cerebral cortex or whole brain without cerebellum), cerebellum, heart, kidney, liver and testis (usually from one male and one female per somatic tissue and two males for testis)[...]"	
"SRX081882"	"GSE30352"	"Illumina Genome Analyzer IIx"			"UBERON:0000955"	"brain"	"UBERON:0000113"	"post-juvenile adult stage"	"Brain"	"adult"	"oan br M 1"				"perfect match"	"not documented"	"perfect match"	"not documented"	"M"	"NA"	9258	"Platypus"	"ANN"	"2016-03-09"		"GEO - [...] we generated RNA-Seq data [...] of brain (cerebral cortex or whole brain without cerebellum), cerebellum, heart, kidney, liver and testis (usually from one male and one female per somatic tissue and two males for testis)[...]"	
"SRX081883"	"GSE30352"	"Illumina Genome Analyzer IIx"			"UBERON:0002037"	"cerebellum"	"UBERON:0000113"	"post-juvenile adult stage"	"Cerebellum"	"adult"	"oan cb F 1"				"perfect match"	"not documented"	"perfect match"	"not documented"	"F"	"NA"	9258	"Platypus, not lactating"	"ANN"	"2016-03-09"		"GEO - [...] we generated RNA-Seq data [...] of brain (cerebral cortex or whole brain without cerebellum), cerebellum, heart, kidney, liver and testis (usually from one male and one female per somatic tissue and two males for testis)[...]"	
"SRX081884"	"GSE30352"	"Illumina Genome Analyzer IIx"			"UBERON:0002037"	"cerebellum"	"UBERON:0000113"	"post-juvenile adult stage"	"Cerebellum"	"adult"	"oan cb M 1"				"perfect match"	"not documented"	"perfect match"	"not documented"	"M"	"NA"	9258	"Platypus"	"ANN"	"2016-03-09"		"GEO - [...] we generated RNA-Seq data [...] of brain (cerebral cortex or whole brain without cerebellum), cerebellum, heart, kidney, liver and testis (usually from one male and one female per somatic tissue and two males for testis)[...]"	
"SRX081885"	"GSE30352"	"Illumina Genome Analyzer IIx"			"UBERON:0000948"	"heart"	"UBERON:0000113"	"post-juvenile adult stage"	"Heart"	"adult"	"oan ht F 1"				"perfect match"	"not documented"	"perfect match"	"not documented"	"F"	"NA"	9258	"Platypus, not lactating"	"ANN"	"2016-03-09"		"GEO - [...] we generated RNA-Seq data [...] of brain (cerebral cortex or whole brain without cerebellum), cerebellum, heart, kidney, liver and testis (usually from one male and one female per somatic tissue and two males for testis)[...]"	
"SRX081886"	"GSE30352"	"Illumina Genome Analyzer IIx"			"UBERON:0000948"	"heart"	"UBERON:0000113"	"post-juvenile adult stage"	"Heart"	"adult"	"oan ht M 1"				"perfect match"	"not documented"	"perfect match"	"not documented"	"M"	"NA"	9258	"Platypus"	"ANN"	"2016-03-09"		"GEO - [...] we generated RNA-Seq data [...] of brain (cerebral cortex or whole brain without cerebellum), cerebellum, heart, kidney, liver and testis (usually from one male and one female per somatic tissue and two males for testis)[...]"	
"SRX081887"	"GSE30352"	"Illumina Genome Analyzer IIx"			"UBERON:0000082"	"adult mammalian kidney"	"UBERON:0000113"	"post-juvenile adult stage"	"Kidney"	"adult"	"oan kd F 1"				"perfect match"	"not documented"	"perfect match"	"not documented"	"F"	"NA"	9258	"Platypus, not lactating"	"ANN"	"2016-03-09"		"GEO - [...] we generated RNA-Seq data [...] of brain (cerebral cortex or whole brain without cerebellum), cerebellum, heart, kidney, liver and testis (usually from one male and one female per somatic tissue and two males for testis)[...]"	
"SRX081888"	"GSE30352"	"Illumina Genome Analyzer IIx"			"UBERON:0000082"	"adult mammalian kidney"	"UBERON:0000113"	"post-juvenile adult stage"	"Kidney"	"adult"	"oan kd M 1"				"perfect match"	"not documented"	"perfect match"	"not documented"	"M"	"NA"	9258	"Platypus"	"ANN"	"2016-03-09"		"GEO - [...] we generated RNA-Seq data [...] of brain (cerebral cortex or whole brain without cerebellum), cerebellum, heart, kidney, liver and testis (usually from one male and one female per somatic tissue and two males for testis)[...]"	
"SRX081889"	"GSE30352"	"Illumina Genome Analyzer IIx"			"UBERON:0002107"	"liver"	"UBERON:0000113"	"post-juvenile adult stage"	"Liver"	"adult"	"oan lv F 1"				"perfect match"	"not documented"	"perfect match"	"not documented"	"F"	"NA"	9258	"Platypus, not lactating"	"ANN"	"2016-03-09"		"GEO - [...] we generated RNA-Seq data [...] of brain (cerebral cortex or whole brain without cerebellum), cerebellum, heart, kidney, liver and testis (usually from one male and one female per somatic tissue and two males for testis)[...]"	
"SRX081890"	"GSE30352"	"Illumina Genome Analyzer IIx"			"UBERON:0002107"	"liver"	"UBERON:0000113"	"post-juvenile adult stage"	"Liver"	"adult"	"oan lv M 1"				"perfect match"	"not documented"	"perfect match"	"not documented"	"M"	"NA"	9258	"Platypus"	"ANN"	"2016-03-09"		"GEO - [...] we generated RNA-Seq data [...] of brain (cerebral cortex or whole brain without cerebellum), cerebellum, heart, kidney, liver and testis (usually from one male and one female per somatic tissue and two males for testis)[...]"	
"SRX081891"	"GSE30352"	"Illumina Genome Analyzer IIx"			"UBERON:0000473"	"testis"	"UBERON:0000113"	"post-juvenile adult stage"	"Testis"	"adult"	"oan ts M 1"				"perfect match"	"not documented"	"perfect match"	"not documented"	"M"	"NA"	9258	"Platypus"	"ANN"	"2016-03-09"		"GEO - [...] we generated RNA-Seq data [...] of brain (cerebral cortex or whole brain without cerebellum), cerebellum, heart, kidney, liver and testis (usually from one male and one female per somatic tissue and two males for testis)[...]"	
"SRX081892"	"GSE30352"	"Illumina Genome Analyzer IIx"			"UBERON:0000473"	"testis"	"UBERON:0000113"	"post-juvenile adult stage"	"Testis"	"adult"	"oan ts M 2"				"perfect match"	"not documented"	"perfect match"	"not documented"	"M"	"NA"	9258	"Platypus"	"ANN"	"2016-03-09"		"GEO - [...] we generated RNA-Seq data [...] of brain (cerebral cortex or whole brain without cerebellum), cerebellum, heart, kidney, liver and testis (usually from one male and one female per somatic tissue and two males for testis)[...]"	
"SRX081893"	"GSE30352"	"Illumina Genome Analyzer IIx"			"UBERON:0000955"	"brain"	"MdomDv:0000024"	"20-month-old stage"	"Brain"	"20 months"	"mdo br F 1"				"perfect match"	"not documented"	"perfect match"	"not documented"	"F"	"NA"	13616	"Monodelphis domestica, adult regarding AnAge db"	"ANN"	"2014-02-05"		"GEO - [...] we generated RNA-Seq data [...] of brain (cerebral cortex or whole brain without cerebellum), cerebellum, heart, kidney, liver and testis (usually from one male and one female per somatic tissue and two males for testis)[...]"	
"SRX081894"	"GSE30352"	"Illumina Genome Analyzer IIx"			"UBERON:0000955"	"brain"	"MdomDv:0000010"	"6-month-old stage"	"Brain"	"6 months"	"mdo br M 1"				"perfect match"	"not documented"	"perfect match"	"not documented"	"M"	"NA"	13616	"Monodelphis domestica, adult regarding AnAge db"	"ANN"	"2014-02-05"		"GEO - [...] we generated RNA-Seq data [...] of brain (cerebral cortex or whole brain without cerebellum), cerebellum, heart, kidney, liver and testis (usually from one male and one female per somatic tissue and two males for testis)[...]"	
"SRX081895"	"GSE30352"	"Illumina Genome Analyzer IIx"			"UBERON:0002037"	"cerebellum"	"MdomDv:0000024"	"20-month-old stage"	"Cerebellum"	"20 months"	"mdo cb F 1"				"perfect match"	"not documented"	"perfect match"	"not documented"	"F"	"NA"	13616	"Monodelphis domestica, adult regarding AnAge db"	"ANN"	"2014-02-05"		"GEO - [...] we generated RNA-Seq data [...] of brain (cerebral cortex or whole brain without cerebellum), cerebellum, heart, kidney, liver and testis (usually from one male and one female per somatic tissue and two males for testis)[...]"	
"SRX081896"	"GSE30352"	"Illumina Genome Analyzer IIx"			"UBERON:0002037"	"cerebellum"	"MdomDv:0000010"	"6-month-old stage"	"Cerebellum"	"6 months"	"mdo cb M 1"				"perfect match"	"not documented"	"perfect match"	"not documented"	"M"	"NA"	13616	"Monodelphis domestica, adult regarding AnAge db"	"ANN"	"2014-02-05"		"GEO - [...] we generated RNA-Seq data [...] of brain (cerebral cortex or whole brain without cerebellum), cerebellum, heart, kidney, liver and testis (usually from one male and one female per somatic tissue and two males for testis)[...]"	
"SRX081897"	"GSE30352"	"Illumina Genome Analyzer IIx"			"UBERON:0000948"	"heart"	"MdomDv:0000030"	"25-month-old stage"	"Heart"	"25 months"	"mdo ht F 1"				"perfect match"	"not documented"	"perfect match"	"not documented"	"F"	"NA"	13616	"Monodelphis domestica, adult regarding AnAge db"	"ANN"	"2014-02-05"		"GEO - [...] we generated RNA-Seq data [...] of brain (cerebral cortex or whole brain without cerebellum), cerebellum, heart, kidney, liver and testis (usually from one male and one female per somatic tissue and two males for testis)[...]"	
"SRX081898"	"GSE30352"	"Illumina Genome Analyzer IIx"			"UBERON:0000948"	"heart"	"MdomDv:0000010"	"6-month-old stage"	"Heart"	"6 months"	"mdo ht M 1"				"perfect match"	"not documented"	"perfect match"	"not documented"	"M"	"NA"	13616	"Monodelphis domestica, adult regarding AnAge db"	"ANN"	"2014-02-05"		"GEO - [...] we generated RNA-Seq data [...] of brain (cerebral cortex or whole brain without cerebellum), cerebellum, heart, kidney, liver and testis (usually from one male and one female per somatic tissue and two males for testis)[...]"	
"SRX081899"	"GSE30352"	"Illumina Genome Analyzer IIx"			"UBERON:0000082"	"adult mammalian kidney"	"MdomDv:0000030"	"25-month-old stage"	"Kidney"	"25 months"	"mdo kd F 1"				"perfect match"	"not documented"	"perfect match"	"not documented"	"F"	"NA"	13616	"Monodelphis domestica, adult regarding AnAge db"	"ANN"	"2014-02-05"		"GEO - [...] we generated RNA-Seq data [...] of brain (cerebral cortex or whole brain without cerebellum), cerebellum, heart, kidney, liver and testis (usually from one male and one female per somatic tissue and two males for testis)[...]"	
"SRX081900"	"GSE30352"	"Illumina Genome Analyzer IIx"			"UBERON:0000082"	"adult mammalian kidney"	"MdomDv:0000010"	"6-month-old stage"	"Kidney"	"6 months"	"mdo kd M 1"				"perfect match"	"not documented"	"perfect match"	"not documented"	"M"	"NA"	13616	"Monodelphis domestica, adult regarding AnAge db"	"ANN"	"2014-02-05"		"GEO - [...] we generated RNA-Seq data [...] of brain (cerebral cortex or whole brain without cerebellum), cerebellum, heart, kidney, liver and testis (usually from one male and one female per somatic tissue and two males for testis)[...]"	
"SRX081901"	"GSE30352"	"Illumina Genome Analyzer IIx"			"UBERON:0002107"	"liver"	"MdomDv:0000030"	"25-month-old stage"	"Liver"	"25 months"	"mdo lv F 1"				"perfect match"	"not documented"	"perfect match"	"not documented"	"F"	"NA"	13616	"Monodelphis domestica, adult regarding AnAge db"	"ANN"	"2014-02-05"		"GEO - [...] we generated RNA-Seq data [...] of brain (cerebral cortex or whole brain without cerebellum), cerebellum, heart, kidney, liver and testis (usually from one male and one female per somatic tissue and two males for testis)[...]"	
"SRX081902"	"GSE30352"	"Illumina Genome Analyzer IIx"			"UBERON:0002107"	"liver"	"MdomDv:0000010"	"6-month-old stage"	"Liver"	"6 months"	"mdo lv M 1"				"perfect match"	"not documented"	"perfect match"	"not documented"	"M"	"NA"	13616	"Monodelphis domestica, adult regarding AnAge db"	"ANN"	"2014-02-05"		"GEO - [...] we generated RNA-Seq data [...] of brain (cerebral cortex or whole brain without cerebellum), cerebellum, heart, kidney, liver and testis (usually from one male and one female per somatic tissue and two males for testis)[...]"	
"SRX081903"	"GSE30352"	"Illumina Genome Analyzer IIx"			"UBERON:0000473"	"testis"	"MdomDv:0000010"	"6-month-old stage"	"Testis"	"6 months"	"mdo ts M 1"				"perfect match"	"not documented"	"perfect match"	"not documented"	"M"	"NA"	13616	"Monodelphis domestica, adult regarding AnAge db"	"ANN"	"2014-02-05"		"GEO - [...] we generated RNA-Seq data [...] of brain (cerebral cortex or whole brain without cerebellum), cerebellum, heart, kidney, liver and testis (usually from one male and one female per somatic tissue and two males for testis)[...]"	
"SRX081904"	"GSE30352"	"Illumina Genome Analyzer IIx"			"UBERON:0000473"	"testis"	"MdomDv:0000008"	"4-month-old stage"	"Testis"	"4 months"	"mdo ts M 2"				"perfect match"	"not documented"	"perfect match"	"not documented"	"M"	"NA"	13616	"Monodelphis domestica, adult regarding AnAge db, 122 days to be adult so 4 months done"	"ANN"	"2014-02-05"		"GEO - [...] we generated RNA-Seq data [...] of brain (cerebral cortex or whole brain without cerebellum), cerebellum, heart, kidney, liver and testis (usually from one male and one female per somatic tissue and two males for testis)[...]"	
"SRX081905"	"GSE30352"	"Illumina Genome Analyzer IIx"	"MA:0000168"		"UBERON:0000955"	"brain"	"UBERON:0000113"	"post-juvenile adult stage"	"Brain"	"adult"	"mmu br F 1"				"perfect match"	"not documented"	"perfect match"	"not documented"	"F"	"C57BL/6"	10090		"ANN"	"2016-03-09"		"GEO - [...] we generated RNA-Seq data [...] of brain (cerebral cortex or whole brain without cerebellum), cerebellum, heart, kidney, liver and testis (usually from one male and one female per somatic tissue and two males for testis)[...]"	
"SRX081906"	"GSE30352"	"Illumina Genome Analyzer IIx"	"MA:0000168"		"UBERON:0000955"	"brain"	"UBERON:0000113"	"post-juvenile adult stage"	"Brain"	"adult"	"mmu br M 1"				"perfect match"	"not documented"	"perfect match"	"not documented"	"M"	"C57BL/6"	10090		"ANN"	"2016-03-09"		"GEO - [...] we generated RNA-Seq data [...] of brain (cerebral cortex or whole brain without cerebellum), cerebellum, heart, kidney, liver and testis (usually from one male and one female per somatic tissue and two males for testis)[...]"	
"SRX081907"	"GSE30352"	"Illumina Genome Analyzer IIx"	"MA:0000168"		"UBERON:0000955"	"brain"	"UBERON:0000113"	"post-juvenile adult stage"	"Brain"	"adult"	"mmu br M 2"				"perfect match"	"not documented"	"perfect match"	"not documented"	"M"	"NA"	10090		"ANN"	"2016-03-09"		"GEO - [...] we generated RNA-Seq data [...] of brain (cerebral cortex or whole brain without cerebellum), cerebellum, heart, kidney, liver and testis (usually from one male and one female per somatic tissue and two males for testis)[...]"	
"SRX081908"	"GSE30352"	"Illumina Genome Analyzer IIx"	"MA:0000198"		"UBERON:0002037"	"cerebellum"	"UBERON:0000113"	"post-juvenile adult stage"	"Cerebellum"	"adult"	"mmu cb F 1"				"perfect match"	"not documented"	"perfect match"	"not documented"	"F"	"C57BL/6"	10090		"ANN"	"2016-03-09"		"GEO - [...] we generated RNA-Seq data [...] of brain (cerebral cortex or whole brain without cerebellum), cerebellum, heart, kidney, liver and testis (usually from one male and one female per somatic tissue and two males for testis)[...]"	
"SRX081909"	"GSE30352"	"Illumina Genome Analyzer IIx"	"MA:0000198"		"UBERON:0002037"	"cerebellum"	"UBERON:0000113"	"post-juvenile adult stage"	"Cerebellum"	"adult"	"mmu cb M 1"				"perfect match"	"not documented"	"perfect match"	"not documented"	"M"	"C57BL/6"	10090		"ANN"	"2016-03-09"		"GEO - [...] we generated RNA-Seq data [...] of brain (cerebral cortex or whole brain without cerebellum), cerebellum, heart, kidney, liver and testis (usually from one male and one female per somatic tissue and two males for testis)[...]"	
"SRX081910"	"GSE30352"	"Illumina Genome Analyzer IIx"	"MA:0000198"		"UBERON:0002037"	"cerebellum"	"UBERON:0000113"	"post-juvenile adult stage"	"Cerebellum"	"adult"	"mmu cb M 2"				"perfect match"	"not documented"	"perfect match"	"not documented"	"M"	"NA"	10090		"ANN"	"2016-03-09"		"GEO - [...] we generated RNA-Seq data [...] of brain (cerebral cortex or whole brain without cerebellum), cerebellum, heart, kidney, liver and testis (usually from one male and one female per somatic tissue and two males for testis)[...]"	
"SRX081911"	"GSE30352"	"Illumina Genome Analyzer IIx"	"MA:0000072"		"UBERON:0000948"	"heart"	"UBERON:0000113"	"post-juvenile adult stage"	"Heart"	"adult"	"mmu ht F 1"				"perfect match"	"not documented"	"perfect match"	"not documented"	"F"	"C57BL/6"	10090		"ANN"	"2016-03-09"		"GEO - [...] we generated RNA-Seq data [...] of brain (cerebral cortex or whole brain without cerebellum), cerebellum, heart, kidney, liver and testis (usually from one male and one female per somatic tissue and two males for testis)[...]"	
"SRX081912"	"GSE30352"	"Illumina Genome Analyzer IIx"	"MA:0000072"		"UBERON:0000948"	"heart"	"UBERON:0000113"	"post-juvenile adult stage"	"Heart"	"adult"	"mmu ht M 1"				"perfect match"	"not documented"	"perfect match"	"not documented"	"M"	"C57BL/6"	10090		"ANN"	"2016-03-09"		"GEO - [...] we generated RNA-Seq data [...] of brain (cerebral cortex or whole brain without cerebellum), cerebellum, heart, kidney, liver and testis (usually from one male and one female per somatic tissue and two males for testis)[...]"	
"SRX081913"	"GSE30352"	"Illumina Genome Analyzer IIx"	"MA:0000072"		"UBERON:0000948"	"heart"	"UBERON:0000113"	"post-juvenile adult stage"	"Heart"	"adult"	"mmu ht M 2"				"perfect match"	"not documented"	"perfect match"	"not documented"	"M"	"NA"	10090		"ANN"	"2016-03-09"		"GEO - [...] we generated RNA-Seq data [...] of brain (cerebral cortex or whole brain without cerebellum), cerebellum, heart, kidney, liver and testis (usually from one male and one female per somatic tissue and two males for testis)[...]"	
"SRX081914"	"GSE30352"	"Illumina Genome Analyzer IIx"	"MA:0000368"		"UBERON:0000082"	"adult mammalian kidney"	"UBERON:0000113"	"post-juvenile adult stage"	"Kidney"	"adult"	"mmu kd F 1"				"perfect match"	"not documented"	"perfect match"	"not documented"	"F"	"C57BL/6"	10090		"ANN"	"2016-03-09"		"GEO - [...] we generated RNA-Seq data [...] of brain (cerebral cortex or whole brain without cerebellum), cerebellum, heart, kidney, liver and testis (usually from one male and one female per somatic tissue and two males for testis)[...]"	
"SRX081915"	"GSE30352"	"Illumina Genome Analyzer IIx"	"MA:0000368"		"UBERON:0000082"	"adult mammalian kidney"	"UBERON:0000113"	"post-juvenile adult stage"	"Kidney"	"adult"	"mmu kd M 1"				"perfect match"	"not documented"	"perfect match"	"not documented"	"M"	"C57BL/6"	10090		"ANN"	"2016-03-09"		"GEO - [...] we generated RNA-Seq data [...] of brain (cerebral cortex or whole brain without cerebellum), cerebellum, heart, kidney, liver and testis (usually from one male and one female per somatic tissue and two males for testis)[...]"	
"SRX081916"	"GSE30352"	"Illumina Genome Analyzer IIx"	"MA:0000368"		"UBERON:0000082"	"adult mammalian kidney"	"UBERON:0000113"	"post-juvenile adult stage"	"Kidney"	"adult"	"mmu kd M 2"				"perfect match"	"not documented"	"perfect match"	"not documented"	"M"	"NA"	10090		"ANN"	"2016-03-09"		"GEO - [...] we generated RNA-Seq data [...] of brain (cerebral cortex or whole brain without cerebellum), cerebellum, heart, kidney, liver and testis (usually from one male and one female per somatic tissue and two males for testis)[...]"	
"SRX081917"	"GSE30352"	"Illumina Genome Analyzer IIx"	"MA:0000358"		"UBERON:0002107"	"liver"	"UBERON:0000113"	"post-juvenile adult stage"	"Liver"	"adult"	"mmu lv F 1"				"perfect match"	"not documented"	"perfect match"	"not documented"	"F"	"C57BL/6"	10090		"ANN"	"2016-03-09"		"GEO - [...] we generated RNA-Seq data [...] of brain (cerebral cortex or whole brain without cerebellum), cerebellum, heart, kidney, liver and testis (usually from one male and one female per somatic tissue and two males for testis)[...]"	
"SRX081918"	"GSE30352"	"Illumina Genome Analyzer IIx"	"MA:0000358"		"UBERON:0002107"	"liver"	"UBERON:0000113"	"post-juvenile adult stage"	"Liver"	"adult"	"mmu lv M 1"				"perfect match"	"not documented"	"perfect match"	"not documented"	"M"	"C57BL/6"	10090		"ANN"	"2016-03-09"		"GEO - [...] we generated RNA-Seq data [...] of brain (cerebral cortex or whole brain without cerebellum), cerebellum, heart, kidney, liver and testis (usually from one male and one female per somatic tissue and two males for testis)[...]"	
"SRX081919"	"GSE30352"	"Illumina Genome Analyzer IIx"	"MA:0000358"		"UBERON:0002107"	"liver"	"UBERON:0000113"	"post-juvenile adult stage"	"Liver"	"adult"	"mmu lv M 2"				"perfect match"	"not documented"	"perfect match"	"not documented"	"M"	"NA"	10090		"ANN"	"2016-03-09"		"GEO - [...] we generated RNA-Seq data [...] of brain (cerebral cortex or whole brain without cerebellum), cerebellum, heart, kidney, liver and testis (usually from one male and one female per somatic tissue and two males for testis)[...]"	
"SRX081920"	"GSE30352"	"Illumina Genome Analyzer IIx"	"MA:0000411"		"UBERON:0000473"	"testis"	"UBERON:0000113"	"post-juvenile adult stage"	"Testis"	"adult"	"mmu ts M 1"				"perfect match"	"not documented"	"perfect match"	"not documented"	"M"	"C57BL/6"	10090		"ANN"	"2016-03-09"		"GEO - [...] we generated RNA-Seq data [...] of brain (cerebral cortex or whole brain without cerebellum), cerebellum, heart, kidney, liver and testis (usually from one male and one female per somatic tissue and two males for testis)[...]"	
