id	minimum_qValue	call	cutoff
ENSG00000004399	3.23E-11	present	0.05
ENSG00000004455	3.23E-11	present	0.05
ENSG00000004468	1.80E-09	present	0.05
ENSG00000004478	3.23E-11	present	0.05
ENSG00000004487	3.23E-11	present	0.05
ENSG00000004534	3.23E-11	present	0.05
ENSG00000004660	1.31E-09	present	0.05
ENSG00000004700	3.23E-11	present	0.05
ENSG00000004766	3.23E-11	present	0.05
ENSG00000004776	3.54E-11	present	0.05
ENSG00000004777	3.54E-11	present	0.05
ENSG00000004779	3.23E-11	present	0.05
ENSG00000004799	3.23E-11	present	0.05
ENSG00000004809	0.000533414	present	0.05
ENSG00000004838	3.23E-11	present	0.05
ENSG00000004846	0.004470559	absent	0.05
ENSG00000004848	3.51E-06	present	0.05
ENSG00000004864	3.23E-11	present	0.05
ENSG00000004866	3.23E-11	present	0.05
ENSG00000004897	3.23E-11	present	0.05
ENSG00000004939	2.40E-09	present	0.05
ENSG00000004948	0.0030411	absent	0.05
ENSG00000004961	9.20E-11	present	0.05
ENSG00000004975	3.23E-11	present	0.05
ENSG00000005001	9.20E-11	present	0.05
ENSG00000005007	3.23E-11	present	0.05
ENSG00000005020	3.23E-11	present	0.05
ENSG00000005022	3.23E-11	present	0.05
ENSG00000005059	9.20E-11	present	0.05
ENSG00000005073	0.036221232	absent	0.05
ENSG00000005075	3.23E-11	present	0.05
ENSG00000005100	1.31E-09	present	0.05
ENSG00000005102	0.000112537	present	0.05
ENSG00000005108	3.23E-11	present	0.05
ENSG00000005156	3.23E-11	present	0.05
ENSG00000005175	3.23E-11	present	0.05
ENSG00000005187	3.23E-11	present	0.05
ENSG00000005189	6.29E-09	present	0.05
ENSG00000005194	3.23E-11	present	0.05
ENSG00000005206	3.23E-11	present	0.05
ENSG00000005238	9.20E-11	present	0.05
ENSG00000005243	9.20E-11	present	0.05
ENSG00000005249	1.01E-09	present	0.05
ENSG00000005302	3.23E-11	present	0.05
ENSG00000005339	3.23E-11	present	0.05
ENSG00000005379	3.23E-11	present	0.05
ENSG00000005381	2.40E-09	present	0.05
ENSG00000005421	0.000516279	present	0.05
ENSG00000005436	3.23E-11	present	0.05
ENSG00000005448	3.23E-11	present	0.05
ENSG00000005469	3.23E-11	present	0.05
ENSG00000005471	0.001492102	present	0.05
ENSG00000005483	3.23E-11	present	0.05
ENSG00000005486	3.23E-11	present	0.05
ENSG00000005513	0.001921697	present	0.05
ENSG00000005700	3.23E-11	present	0.05
ENSG00000005801	3.23E-11	present	0.05
ENSG00000005810	3.23E-11	present	0.05
ENSG00000005812	3.23E-11	present	0.05
ENSG00000005844	3.54E-11	present	0.05
ENSG00000005882	3.23E-11	present	0.05
ENSG00000005884	3.23E-11	present	0.05
ENSG00000005889	3.23E-11	present	0.05
ENSG00000005893	3.23E-11	present	0.05
ENSG00000005961	2.40E-09	present	0.05
ENSG00000005981	0.000213124	present	0.05
ENSG00000006007	3.23E-11	present	0.05
ENSG00000006015	9.20E-11	present	0.05
ENSG00000006016	3.23E-11	present	0.05
ENSG00000006025	9.20E-11	present	0.05
ENSG00000006042	3.23E-11	present	0.05
ENSG00000006047	0.002494779	absent	0.05
ENSG00000006059	0.276659005	absent	0.05
ENSG00000006062	1.31E-09	present	0.05
ENSG00000006071	2.76E-05	present	0.05
ENSG00000006116	0.265205673	absent	0.05
ENSG00000006118	3.23E-11	present	0.05
ENSG00000006125	3.23E-11	present	0.05
ENSG00000006128	0.0018139	present	0.05
ENSG00000006194	3.23E-11	present	0.05
ENSG00000006210	3.54E-11	present	0.05
ENSG00000006282	3.23E-11	present	0.05
ENSG00000006283	0.000201972	present	0.05
ENSG00000006327	3.54E-11	present	0.05
ENSG00000006377	0.032007167	absent	0.05
ENSG00000006432	7.18E-05	present	0.05
ENSG00000006451	3.23E-11	present	0.05
ENSG00000006453	3.23E-11	present	0.05
ENSG00000006459	1.01E-09	present	0.05
ENSG00000006468	3.23E-11	present	0.05
ENSG00000006530	3.23E-11	present	0.05
ENSG00000006534	3.54E-11	present	0.05
ENSG00000006555	5.59E-05	present	0.05
ENSG00000006576	3.23E-11	present	0.05
ENSG00000006606	0.00038013	present	0.05
ENSG00000006607	3.23E-11	present	0.05
ENSG00000006611	0.00181694	present	0.05
ENSG00000006625	3.23E-11	present	0.05
ENSG00000006634	3.23E-11	present	0.05
ENSG00000006638	9.33E-08	present	0.05
ENSG00000006652	3.23E-11	present	0.05
ENSG00000006659	0.010520427	absent	0.05
ENSG00000006695	6.29E-09	present	0.05
ENSG00000006704	1.01E-09	present	0.05
ENSG00000006712	3.23E-11	present	0.05
ENSG00000006715	3.23E-11	present	0.05
ENSG00000006740	9.20E-11	present	0.05
ENSG00000006744	3.23E-11	present	0.05
ENSG00000006747	1.31E-09	present	0.05
ENSG00000006756	3.23E-11	present	0.05
ENSG00000006757	9.20E-11	present	0.05
ENSG00000006788	0.029141871	absent	0.05
ENSG00000006831	3.23E-11	present	0.05
ENSG00000006837	4.57E-07	present	0.05
ENSG00000007001	0.004667914	absent	0.05
ENSG00000007038	1.31E-09	present	0.05
ENSG00000007047	3.23E-11	present	0.05
ENSG00000007062	1.01E-09	present	0.05
ENSG00000007080	9.20E-11	present	0.05
ENSG00000007129	1.31E-09	present	0.05
ENSG00000007168	3.23E-11	present	0.05
ENSG00000007171	4.97E-06	present	0.05
ENSG00000007174	1.18E-09	present	0.05
ENSG00000007202	3.23E-11	present	0.05
ENSG00000007216	0.00476234	absent	0.05
ENSG00000007237	3.23E-11	present	0.05
ENSG00000007255	9.20E-11	present	0.05
ENSG00000007264	1.31E-09	present	0.05
ENSG00000007306	0.020523511	absent	0.05
ENSG00000007312	1.80E-09	present	0.05
ENSG00000007314	0.009072808	absent	0.05
ENSG00000007341	3.23E-11	present	0.05
ENSG00000007350	7.99E-06	present	0.05
ENSG00000007372	0.010777323	absent	0.05
ENSG00000007376	1.80E-09	present	0.05
ENSG00000007384	3.54E-11	present	0.05
ENSG00000007392	3.23E-11	present	0.05
ENSG00000007402	3.54E-11	present	0.05
ENSG00000007516	1.31E-09	present	0.05
ENSG00000007520	9.20E-11	present	0.05
ENSG00000007541	3.54E-11	present	0.05
ENSG00000007545	9.20E-11	present	0.05
ENSG00000007866	9.20E-11	present	0.05
ENSG00000007908	2.40E-09	present	0.05
ENSG00000007923	3.23E-11	present	0.05
ENSG00000007933	6.58E-10	present	0.05
ENSG00000007944	3.23E-11	present	0.05
ENSG00000007952	0.000286833	present	0.05
ENSG00000007968	0.000510355	present	0.05
ENSG00000008018	3.23E-11	present	0.05
ENSG00000008056	2.14E-05	present	0.05
ENSG00000008083	1.31E-09	present	0.05
ENSG00000008086	1.01E-09	present	0.05
ENSG00000008118	0.000136499	present	0.05
ENSG00000008128	3.23E-11	present	0.05
ENSG00000008130	3.23E-11	present	0.05
ENSG00000008196	0.040304548	absent	0.05
ENSG00000008197	0.176497646	absent	0.05
ENSG00000008226	1.31E-09	present	0.05
ENSG00000008256	3.54E-11	present	0.05
ENSG00000008277	1.01E-09	present	0.05
ENSG00000008282	3.23E-11	present	0.05
ENSG00000008283	3.23E-11	present	0.05
ENSG00000008294	3.23E-11	present	0.05
ENSG00000008300	0.001097431	present	0.05
ENSG00000008311	3.23E-11	present	0.05
ENSG00000008323	2.61E-06	present	0.05
ENSG00000008324	3.23E-11	present	0.05
ENSG00000008382	9.20E-11	present	0.05
ENSG00000008394	3.23E-11	present	0.05
ENSG00000008405	3.23E-11	present	0.05
ENSG00000008438	2.40E-09	present	0.05
ENSG00000008441	3.23E-11	present	0.05
ENSG00000008513	3.23E-11	present	0.05
ENSG00000008516	3.19E-06	present	0.05
ENSG00000008517	3.23E-11	present	0.05
ENSG00000008710	3.23E-11	present	0.05
ENSG00000008735	0.002170923	present	0.05
ENSG00000008838	3.23E-11	present	0.05
ENSG00000008853	3.54E-11	present	0.05
ENSG00000008869	3.23E-11	present	0.05
ENSG00000008952	3.23E-11	present	0.05
ENSG00000008988	3.23E-11	present	0.05
ENSG00000009307	3.23E-11	present	0.05
ENSG00000009335	3.23E-11	present	0.05
ENSG00000009413	3.23E-11	present	0.05
ENSG00000009694	0.002144555	present	0.05
ENSG00000009709	0.439500621	absent	0.05
ENSG00000009724	6.42E-06	present	0.05
ENSG00000009765	0.000478947	present	0.05
ENSG00000009780	1.18E-09	present	0.05
ENSG00000009790	3.54E-11	present	0.05
ENSG00000009830	3.23E-11	present	0.05
ENSG00000009844	3.23E-11	present	0.05
ENSG00000009950	2.85E-05	present	0.05
ENSG00000009954	3.23E-11	present	0.05
ENSG00000010017	3.23E-11	present	0.05
ENSG00000010030	2.40E-09	present	0.05
ENSG00000010072	1.01E-09	present	0.05
ENSG00000010165	3.54E-11	present	0.05
ENSG00000010219	3.23E-11	present	0.05
ENSG00000010244	3.23E-11	present	0.05
ENSG00000010256	3.23E-11	present	0.05
ENSG00000010270	3.23E-11	present	0.05
ENSG00000010278	3.23E-11	present	0.05
ENSG00000010282	5.98E-06	present	0.05
ENSG00000010292	3.23E-11	present	0.05
ENSG00000010295	3.54E-11	present	0.05
ENSG00000010310	1.31E-09	present	0.05
ENSG00000010318	1.31E-09	present	0.05
ENSG00000010319	3.54E-11	present	0.05
ENSG00000010322	3.23E-11	present	0.05
ENSG00000010327	3.23E-11	present	0.05
ENSG00000010361	3.23E-11	present	0.05
ENSG00000010379	1.07E-05	present	0.05
ENSG00000010404	3.23E-11	present	0.05
ENSG00000010438	0.008667417	absent	0.05
ENSG00000010539	1.01E-09	present	0.05
ENSG00000010610	3.23E-11	present	0.05
ENSG00000010626	3.23E-11	present	0.05
ENSG00000010671	3.54E-11	present	0.05
ENSG00000010704	1.31E-09	present	0.05
ENSG00000010803	3.23E-11	present	0.05
ENSG00000010810	3.23E-11	present	0.05
ENSG00000010818	1.18E-09	present	0.05
ENSG00000010932	6.82E-05	present	0.05
ENSG00000011007	3.23E-11	present	0.05
ENSG00000011009	3.23E-11	present	0.05
ENSG00000011021	9.20E-11	present	0.05
ENSG00000011028	3.23E-11	present	0.05
ENSG00000011052	8.13E-10	present	0.05
ENSG00000011083	0.01236234	absent	0.05
ENSG00000011105	3.23E-11	present	0.05
ENSG00000011114	3.23E-11	present	0.05
ENSG00000011132	9.20E-11	present	0.05
ENSG00000011143	3.23E-11	present	0.05
ENSG00000011198	9.20E-11	present	0.05
ENSG00000011201	3.23E-11	present	0.05
ENSG00000011243	3.23E-11	present	0.05
ENSG00000011258	3.23E-11	present	0.05
ENSG00000011260	3.23E-11	present	0.05
ENSG00000011275	3.23E-11	present	0.05
ENSG00000011295	3.23E-11	present	0.05
ENSG00000011304	3.23E-11	present	0.05
ENSG00000011332	0.00188239	present	0.05
ENSG00000011347	0.000218434	present	0.05
ENSG00000011376	1.01E-09	present	0.05
ENSG00000011405	3.23E-11	present	0.05
ENSG00000011422	3.54E-11	present	0.05
ENSG00000011426	3.23E-11	present	0.05
ENSG00000011451	1.31E-09	present	0.05
ENSG00000011454	3.23E-11	present	0.05
ENSG00000011465	3.23E-11	present	0.05
ENSG00000011478	1.31E-09	present	0.05
ENSG00000011485	3.23E-11	present	0.05
ENSG00000011523	3.23E-11	present	0.05
ENSG00000011566	3.23E-11	present	0.05
ENSG00000011590	5.68E-05	present	0.05
ENSG00000011600	3.54E-11	present	0.05
ENSG00000011638	3.23E-11	present	0.05
ENSG00000011677	0.004642231	absent	0.05
ENSG00000012048	1.01E-09	present	0.05
ENSG00000012061	3.23E-11	present	0.05
ENSG00000012124	3.54E-11	present	0.05
ENSG00000012171	3.54E-11	present	0.05
ENSG00000012174	1.01E-09	present	0.05
ENSG00000012211	1.31E-09	present	0.05
ENSG00000012223	1.31E-09	present	0.05
ENSG00000012232	9.20E-11	present	0.05
ENSG00000012504	0.002394312	absent	0.05
ENSG00000012660	3.23E-11	present	0.05
ENSG00000012779	3.54E-11	present	0.05
ENSG00000012817	3.23E-11	present	0.05
ENSG00000012822	3.23E-11	present	0.05
ENSG00000012963	3.23E-11	present	0.05
ENSG00000012983	3.23E-11	present	0.05
ENSG00000013016	1.31E-09	present	0.05
ENSG00000013275	3.23E-11	present	0.05
ENSG00000013288	9.20E-11	present	0.05
ENSG00000013293	0.011435866	absent	0.05
ENSG00000013297	1.31E-09	present	0.05
ENSG00000013306	3.23E-11	present	0.05
ENSG00000013364	3.23E-11	present	0.05
ENSG00000013374	3.23E-11	present	0.05
ENSG00000013375	3.23E-11	present	0.05
ENSG00000013392	2.73E-06	present	0.05
ENSG00000013441	3.23E-11	present	0.05
ENSG00000013503	1.18E-09	present	0.05
ENSG00000013523	3.23E-11	present	0.05
ENSG00000013561	3.23E-11	present	0.05
ENSG00000013563	9.20E-11	present	0.05
ENSG00000013573	3.23E-11	present	0.05
ENSG00000013583	3.54E-11	present	0.05
ENSG00000013588	3.54E-11	present	0.05
ENSG00000013619	2.40E-09	present	0.05
ENSG00000013725	1.31E-09	present	0.05
ENSG00000013810	1.31E-09	present	0.05
ENSG00000014123	3.23E-11	present	0.05
ENSG00000014138	1.31E-09	present	0.05
ENSG00000014164	1.31E-09	present	0.05
ENSG00000014216	3.23E-11	present	0.05
ENSG00000014257	1.31E-09	present	0.05
ENSG00000014641	3.23E-11	present	0.05
ENSG00000014824	3.23E-11	present	0.05
ENSG00000014914	3.23E-11	present	0.05
ENSG00000014919	3.23E-11	present	0.05
ENSG00000015133	9.20E-11	present	0.05
ENSG00000015153	3.23E-11	present	0.05
ENSG00000015171	3.23E-11	present	0.05
ENSG00000015285	3.54E-11	present	0.05
ENSG00000015413	0.000658356	present	0.05
ENSG00000015475	9.20E-11	present	0.05
ENSG00000015479	3.23E-11	present	0.05
ENSG00000015520	0.054650373	absent	0.05
ENSG00000015532	1.31E-09	present	0.05
ENSG00000015568	3.23E-11	present	0.05
ENSG00000015592	0.004173766	absent	0.05
ENSG00000015676	3.23E-11	present	0.05
ENSG00000016082	0.013210687	absent	0.05
ENSG00000016391	1.36E-05	present	0.05
ENSG00000016402	1.31E-09	present	0.05
ENSG00000016490	0.136823338	absent	0.05
ENSG00000016602	0.000375553	present	0.05
ENSG00000016864	3.23E-11	present	0.05
ENSG00000017260	3.23E-11	present	0.05
ENSG00000017427	3.23E-11	present	0.05
ENSG00000017483	3.23E-11	present	0.05
ENSG00000017797	3.23E-11	present	0.05
ENSG00000018189	3.23E-11	present	0.05
ENSG00000018236	3.23E-11	present	0.05
ENSG00000018280	3.54E-11	present	0.05
ENSG00000018408	3.23E-11	present	0.05
ENSG00000018510	3.23E-11	present	0.05
ENSG00000018607	0.024599732	absent	0.05
ENSG00000018610	3.23E-11	present	0.05
ENSG00000018625	1.31E-09	present	0.05
ENSG00000018699	3.23E-11	present	0.05
ENSG00000018869	3.12E-07	present	0.05
ENSG00000019102	3.23E-11	present	0.05
ENSG00000019144	3.23E-11	present	0.05
ENSG00000019169	3.54E-11	present	0.05
ENSG00000019186	1.89E-05	present	0.05
ENSG00000019485	1.31E-09	present	0.05
ENSG00000019505	0.000691247	present	0.05
ENSG00000019549	3.23E-11	present	0.05
ENSG00000019582	3.23E-11	present	0.05
ENSG00000019991	3.23E-11	present	0.05
ENSG00000019995	3.23E-11	present	0.05
ENSG00000020129	1.31E-09	present	0.05
ENSG00000020181	3.23E-11	present	0.05
ENSG00000020219	0.356729084	absent	0.05
ENSG00000020256	1.18E-09	present	0.05
ENSG00000020426	3.23E-11	present	0.05
ENSG00000020577	9.20E-11	present	0.05
ENSG00000020633	9.20E-11	present	0.05
ENSG00000020922	3.23E-11	present	0.05
ENSG00000021300	9.20E-11	present	0.05
ENSG00000021355	3.23E-11	present	0.05
ENSG00000021461	0.001942513	present	0.05
ENSG00000021488	0.003873615	absent	0.05
ENSG00000021574	3.23E-11	present	0.05
ENSG00000021645	4.17E-09	present	0.05
ENSG00000021762	3.54E-11	present	0.05
ENSG00000021776	3.23E-11	present	0.05
ENSG00000021826	6.29E-09	present	0.05
ENSG00000021852	9.20E-11	present	0.05
ENSG00000022267	3.23E-11	present	0.05
ENSG00000022277	3.23E-11	present	0.05
ENSG00000022355	0.00366081	absent	0.05
ENSG00000022556	1.18E-09	present	0.05
ENSG00000022567	1.18E-09	present	0.05
ENSG00000022840	3.23E-11	present	0.05
ENSG00000022976	1.31E-09	present	0.05
ENSG00000023041	3.23E-11	present	0.05
ENSG00000023171	0.000162611	present	0.05
ENSG00000023191	3.23E-11	present	0.05
ENSG00000023228	3.23E-11	present	0.05
ENSG00000023287	3.23E-11	present	0.05
ENSG00000023318	3.23E-11	present	0.05
ENSG00000023330	3.23E-11	present	0.05
ENSG00000023445	9.20E-11	present	0.05
ENSG00000023516	3.23E-11	present	0.05
ENSG00000023572	9.20E-11	present	0.05
ENSG00000023608	1.01E-09	present	0.05
ENSG00000023697	3.23E-11	present	0.05
ENSG00000023734	3.23E-11	present	0.05
ENSG00000023839	0.002369521	absent	0.05
ENSG00000023892	9.20E-11	present	0.05
ENSG00000023902	3.23E-11	present	0.05
ENSG00000023909	1.18E-09	present	0.05
ENSG00000024048	3.23E-11	present	0.05
ENSG00000024422	3.23E-11	present	0.05
ENSG00000024526	1.01E-09	present	0.05
ENSG00000024862	3.23E-11	present	0.05
ENSG00000025039	9.20E-11	present	0.05
ENSG00000025156	3.23E-11	present	0.05
ENSG00000025293	3.23E-11	present	0.05
ENSG00000025423	3.54E-11	present	0.05
ENSG00000025434	3.23E-11	present	0.05
ENSG00000025708	3.54E-11	present	0.05
ENSG00000025770	3.23E-11	present	0.05
ENSG00000025772	9.20E-11	present	0.05
ENSG00000025796	3.23E-11	present	0.05
ENSG00000025800	3.23E-11	present	0.05
ENSG00000026025	3.23E-11	present	0.05
ENSG00000026036	6.66E-05	present	0.05
ENSG00000026103	3.23E-11	present	0.05
ENSG00000026297	3.23E-11	present	0.05
ENSG00000026508	3.23E-11	present	0.05
ENSG00000026559	0.001932141	present	0.05
ENSG00000026652	1.31E-09	present	0.05
ENSG00000026751	1.31E-09	present	0.05
ENSG00000026950	3.23E-11	present	0.05
ENSG00000027001	3.23E-11	present	0.05
ENSG00000027075	3.23E-11	present	0.05
ENSG00000027644	0.080763875	absent	0.05
ENSG00000027697	3.23E-11	present	0.05
ENSG00000027847	9.20E-11	present	0.05
ENSG00000027869	1.80E-09	present	0.05
ENSG00000028116	3.23E-11	present	0.05
ENSG00000028137	3.54E-11	present	0.05
ENSG00000028203	3.23E-11	present	0.05
ENSG00000028277	1.80E-09	present	0.05
ENSG00000028310	3.23E-11	present	0.05
ENSG00000028528	3.23E-11	present	0.05
ENSG00000028839	3.23E-11	present	0.05
ENSG00000029153	4.17E-09	present	0.05
ENSG00000029363	3.23E-11	present	0.05
ENSG00000029364	3.23E-11	present	0.05
ENSG00000029534	1.77E-05	present	0.05
ENSG00000029559	0.003595026	absent	0.05
ENSG00000029639	3.23E-11	present	0.05
ENSG00000029725	3.23E-11	present	0.05
ENSG00000029993	3.23E-11	present	0.05
ENSG00000030066	3.23E-11	present	0.05
ENSG00000030110	9.20E-11	present	0.05
ENSG00000030304	0.00025915	present	0.05
ENSG00000030419	3.23E-11	present	0.05
ENSG00000030582	3.23E-11	present	0.05
ENSG00000031003	3.23E-11	present	0.05
ENSG00000031081	3.23E-11	present	0.05
ENSG00000031691	3.23E-11	present	0.05
ENSG00000031698	3.23E-11	present	0.05
ENSG00000031823	3.23E-11	present	0.05
ENSG00000032219	3.23E-11	present	0.05
ENSG00000032389	9.20E-11	present	0.05
ENSG00000032444	3.23E-11	present	0.05
ENSG00000032742	3.23E-11	present	0.05
ENSG00000033011	9.20E-11	present	0.05
ENSG00000033030	3.23E-11	present	0.05
ENSG00000033050	3.23E-11	present	0.05
ENSG00000033100	9.20E-11	present	0.05
ENSG00000033122	7.85E-06	present	0.05
ENSG00000033170	3.23E-11	present	0.05
ENSG00000033178	3.23E-11	present	0.05
ENSG00000033327	9.20E-11	present	0.05
ENSG00000033627	3.23E-11	present	0.05
ENSG00000033800	3.23E-11	present	0.05
ENSG00000033867	3.23E-11	present	0.05
ENSG00000034053	1.95E-05	present	0.05
ENSG00000034152	3.54E-11	present	0.05
ENSG00000034239	3.23E-11	present	0.05
ENSG00000034510	3.23E-11	present	0.05
ENSG00000034533	1.01E-09	present	0.05
ENSG00000034677	3.23E-11	present	0.05
ENSG00000034693	3.23E-11	present	0.05
ENSG00000034713	3.23E-11	present	0.05
ENSG00000034971	1.80E-09	present	0.05
ENSG00000035115	3.23E-11	present	0.05
ENSG00000035141	3.23E-11	present	0.05
ENSG00000035403	3.23E-11	present	0.05
ENSG00000035499	1.01E-09	present	0.05
ENSG00000035664	3.23E-11	present	0.05
ENSG00000035681	3.23E-11	present	0.05
ENSG00000035687	3.23E-11	present	0.05
ENSG00000035720	7.56E-05	present	0.05
ENSG00000035862	3.23E-11	present	0.05
ENSG00000035928	3.23E-11	present	0.05
ENSG00000036054	3.23E-11	present	0.05
ENSG00000036257	3.23E-11	present	0.05
ENSG00000036448	3.54E-11	present	0.05
ENSG00000036473	0.000197958	present	0.05
ENSG00000036530	0.000237977	present	0.05
ENSG00000036549	3.23E-11	present	0.05
ENSG00000036565	0.007089827	absent	0.05
ENSG00000036672	1.80E-09	present	0.05
ENSG00000036828	0.04543002	absent	0.05
ENSG00000037042	9.20E-11	present	0.05
ENSG00000037241	3.23E-11	present	0.05
ENSG00000037280	3.23E-11	present	0.05
ENSG00000037474	3.23E-11	present	0.05
ENSG00000037637	3.23E-11	present	0.05
ENSG00000037749	3.23E-11	present	0.05
ENSG00000037757	3.23E-11	present	0.05
ENSG00000037897	9.20E-11	present	0.05
ENSG00000037965	0.002513026	absent	0.05
ENSG00000038002	3.23E-11	present	0.05
ENSG00000038210	3.23E-11	present	0.05
ENSG00000038219	3.23E-11	present	0.05
ENSG00000038274	3.23E-11	present	0.05
ENSG00000038295	0.000198105	present	0.05
ENSG00000038358	3.23E-11	present	0.05
ENSG00000038382	3.23E-11	present	0.05
ENSG00000038427	3.23E-11	present	0.05
ENSG00000038532	9.20E-11	present	0.05
ENSG00000038945	3.54E-11	present	0.05
ENSG00000039068	3.23E-11	present	0.05
ENSG00000039123	3.23E-11	present	0.05
ENSG00000039139	1.80E-09	present	0.05
ENSG00000039319	3.23E-11	present	0.05
ENSG00000039523	3.54E-11	present	0.05
ENSG00000039537	1.18E-09	present	0.05
ENSG00000039560	3.23E-11	present	0.05
ENSG00000039600	0.014985065	absent	0.05
ENSG00000039650	3.23E-11	present	0.05
ENSG00000039987	0.000741566	present	0.05
ENSG00000040199	1.31E-09	present	0.05
ENSG00000040275	3.23E-11	present	0.05
ENSG00000040341	3.23E-11	present	0.05
ENSG00000040487	1.31E-09	present	0.05
ENSG00000040531	9.20E-11	present	0.05
ENSG00000040608	0.000145279	present	0.05
ENSG00000040633	3.23E-11	present	0.05
ENSG00000040731	0.000759625	present	0.05
ENSG00000040933	9.20E-11	present	0.05
ENSG00000041353	3.23E-11	present	0.05
ENSG00000041357	3.23E-11	present	0.05
ENSG00000041515	0.001811503	present	0.05
ENSG00000041802	3.23E-11	present	0.05
ENSG00000041880	3.23E-11	present	0.05
ENSG00000041982	3.23E-11	present	0.05
ENSG00000041988	3.23E-11	present	0.05
ENSG00000042062	1.48E-06	present	0.05
ENSG00000042088	3.23E-11	present	0.05
ENSG00000042286	1.31E-09	present	0.05
ENSG00000042304	0.005479811	absent	0.05
ENSG00000042317	3.23E-11	present	0.05
ENSG00000042429	3.23E-11	present	0.05
ENSG00000042445	3.23E-11	present	0.05
ENSG00000042493	3.23E-11	present	0.05
ENSG00000042753	3.23E-11	present	0.05
ENSG00000042781	0.075028974	absent	0.05
ENSG00000042813	0.010388878	absent	0.05
ENSG00000042832	0.000275127	present	0.05
ENSG00000042980	1.01E-09	present	0.05
ENSG00000043039	0.000867841	present	0.05
ENSG00000043093	3.23E-11	present	0.05
ENSG00000043143	9.20E-11	present	0.05
ENSG00000043355	0.000278932	present	0.05
ENSG00000043462	3.54E-11	present	0.05
ENSG00000043514	3.23E-11	present	0.05
ENSG00000043591	1.31E-09	present	0.05
ENSG00000044012	0.009068762	absent	0.05
ENSG00000044090	3.23E-11	present	0.05
ENSG00000044115	3.23E-11	present	0.05
ENSG00000044446	3.23E-11	present	0.05
ENSG00000044459	3.23E-11	present	0.05
ENSG00000044524	3.23E-11	present	0.05
ENSG00000044574	3.23E-11	present	0.05
ENSG00000046604	3.23E-11	present	0.05
ENSG00000046647	3.23E-11	present	0.05
ENSG00000046651	3.23E-11	present	0.05
ENSG00000046653	3.23E-11	present	0.05
ENSG00000046774	0.047324753	absent	0.05
ENSG00000046889	3.23E-11	present	0.05
ENSG00000047056	1.31E-09	present	0.05
ENSG00000047188	3.23E-11	present	0.05
ENSG00000047230	3.23E-11	present	0.05
ENSG00000047249	3.23E-11	present	0.05
ENSG00000047315	3.23E-11	present	0.05
ENSG00000047346	3.23E-11	present	0.05
ENSG00000047365	9.20E-11	present	0.05
ENSG00000047410	3.23E-11	present	0.05
ENSG00000047457	3.23E-11	present	0.05
ENSG00000047578	3.23E-11	present	0.05
ENSG00000047579	9.20E-11	present	0.05
ENSG00000047597	0.000215419	present	0.05
ENSG00000047617	1.80E-09	present	0.05
ENSG00000047621	3.23E-11	present	0.05
ENSG00000047634	1.01E-09	present	0.05
ENSG00000047644	3.54E-11	present	0.05
ENSG00000047648	1.01E-09	present	0.05
ENSG00000047662	0.023509191	absent	0.05
ENSG00000047849	3.23E-11	present	0.05
ENSG00000047932	3.23E-11	present	0.05
ENSG00000047936	3.23E-11	present	0.05
ENSG00000048028	3.23E-11	present	0.05
ENSG00000048052	3.23E-11	present	0.05
